,purchase_id,customer_id,product_id,quantity,purchase_date,store,name,city,signup_date,product_name,category,price,total_price
932,T0933,C084,P004,4,2023-06-05 08:00:00,Store B,Charlie Miller,Seattle,2023-09-07,Monitor,Electronics,985.93,3943.72
933,T0934,C083,P023,1,2023-06-05 12:00:00,Store B,Rachel Martinez,Portland,2023-09-04,Vacuum,Home & Garden,213.37,213.37
934,T0935,C051,P042,1,2023-06-05 16:00:00,Store A,Fiona Miller,Sacramento,2023-05-31,Dumbbells,Sports,402.17,402.17
935,T0936,C098,P020,1,2023-06-05 20:00:00,Store B,Alice Davis,Portland,2023-10-19,Scarf,Clothing,42.03,42.03
936,T0937,C035,P015,2,2023-06-06 00:00:00,Store B,Quinn Martinez,Sacramento,2023-04-13,Shoes,Clothing,130.89,261.78
937,T0938,C067,P050,2,2023-06-06 04:00:00,Store C,Quinn Martinez,Seattle,2023-07-18,Skateboard,Sports,295.47,590.94
938,T0939,C098,P045,1,2023-06-06 08:00:00,Store B,Alice Davis,Portland,2023-10-19,Running Shoes,Sports,400.96,400.96
939,T0940,C066,P029,2,2023-06-06 12:00:00,Store C,Teresa Davis,San Francisco,2023-07-15,Candle,Home & Garden,162.72,325.44
940,T0941,C082,P008,3,2023-06-06 16:00:00,Store B,Rachel Rodriguez,San Francisco,2023-09-01,Webcam,Electronics,1376.55,4129.65
941,T0942,C064,P041,1,2023-06-06 20:00:00,Store A,Patricia Jackson,Portland,2023-07-09,Yoga Mat,Sports,258.24,258.24
942,T0943,C051,P048,1,2023-06-07 00:00:00,Store B,Fiona Miller,Sacramento,2023-05-31,Jump Rope,Sports,197.16,197.16
943,T0944,C100,P019,3,2023-06-07 04:00:00,Store B,Eric Davis,Seattle,2023-10-25,Shorts,Clothing,61.2,183.6
944,T0945,C065,P048,2,2023-06-07 08:00:00,Store C,Patricia Anderson,Portland,2023-07-12,Jump Rope,Sports,197.16,394.32
945,T0946,C096,P039,3,2023-06-07 12:00:00,Store C,Hannah Brown,San Francisco,2023-10-13,Poetry,Books,46.53,139.59
946,T0947,C046,P046,2,2023-06-07 16:00:00,Store C,Eric Patel,Los Angeles,2023-05-16,Water Bottle,Sports,446.65,893.3
947,T0948,C044,P028,3,2023-06-07 20:00:00,Store B,Quinn Singh,Sacramento,2023-05-10,Pillow,Home & Garden,54.92,164.76
948,T0949,C010,P046,1,2023-06-08 00:00:00,Store B,Bob Jackson,Los Angeles,2023-01-28,Water Bottle,Sports,446.65,446.65
949,T0950,C083,P027,2,2023-06-08 04:00:00,Store A,Rachel Martinez,Portland,2023-09-04,Curtains,Home & Garden,297.17,594.34
950,T0951,C061,P004,4,2023-06-08 08:00:00,Store B,Rachel Lee,Portland,2023-06-30,Monitor,Electronics,985.93,3943.72
951,T0952,C094,P015,2,2023-06-08 12:00:00,Store A,Fiona Garcia,San Francisco,2023-10-07,Shoes,Clothing,130.89,261.78
952,T0953,C070,P035,1,2023-06-08 16:00:00,Store C,Eric Brown,Sacramento,2023-07-27,Magazine,Books,21.74,21.74
953,T0954,C099,P037,1,2023-06-08 20:00:00,Store C,Oscar Chen,Seattle,2023-10-22,Travel Guide,Books,42.4,42.4
954,T0955,C040,P001,1,2023-06-09 00:00:00,Store C,Laura Jackson,Portland,2023-04-28,Laptop,Electronics,1097.56,1097.56
955,T0956,C095,P003,1,2023-06-09 04:00:00,Store A,Michael Kim,Los Angeles,2023-10-10,Keyboard,Electronics,85.26,85.26
956,T0957,C090,P047,1,2023-06-09 08:00:00,Store B,Charlie Chen,San Francisco,2023-09-25,Resistance Bands,Sports,178.93,178.93
957,T0958,C090,P024,2,2023-06-09 12:00:00,Store C,Charlie Chen,San Francisco,2023-09-25,Lamp,Home & Garden,177.47,354.94
958,T0959,C093,P027,2,2023-06-09 16:00:00,Store B,Nina Rodriguez,Los Angeles,2023-10-04,Curtains,Home & Garden,297.17,594.34
959,T0960,C089,P040,1,2023-06-09 20:00:00,Store B,Hannah Lee,San Diego,2023-09-22,Reference Book,Books,30.45,30.45
960,T0961,C081,P036,2,2023-06-10 00:00:00,Store C,Charlie Anderson,San Diego,2023-08-29,Comic Book,Books,42.37,84.74
961,T0962,C031,P034,1,2023-06-10 04:00:00,Store A,George Martinez,San Francisco,2023-04-01,Textbook,Books,24.38,24.38
962,T0963,C010,P029,1,2023-06-10 08:00:00,Store B,Bob Jackson,Los Angeles,2023-01-28,Candle,Home & Garden,162.72,162.72
963,T0964,C097,P024,1,2023-06-10 12:00:00,Store C,Bob Thompson,San Francisco,2023-10-16,Lamp,Home & Garden,177.47,177.47
964,T0965,C080,P024,2,2023-06-10 16:00:00,Store B,Charlie Rodriguez,Seattle,2023-08-26,Lamp,Home & Garden,177.47,354.94
965,T0966,C091,P042,1,2023-06-10 20:00:00,Store B,Alice Davis,Seattle,2023-09-28,Dumbbells,Sports,402.17,402.17
966,T0967,C071,P004,1,2023-06-11 00:00:00,Store B,Ian Anderson,Los Angeles,2023-07-30,Monitor,Electronics,985.93,985.93
967,T0968,C029,P003,1,2023-06-11 04:00:00,Store B,Quinn Jackson,San Francisco,2023-03-26,Keyboard,Electronics,85.26,85.26
968,T0969,C030,P034,3,2023-06-11 08:00:00,Store B,Teresa Davis,Seattle,2023-03-29,Textbook,Books,24.38,73.14
969,T0970,C085,P049,1,2023-06-11 12:00:00,Store A,Ian Patel,Portland,2023-09-10,Bicycle,Sports,60.58,60.58
970,T0971,C067,P023,2,2023-06-11 16:00:00,Store A,Quinn Martinez,Seattle,2023-07-18,Vacuum,Home & Garden,213.37,426.74
971,T0972,C042,P023,2,2023-06-11 20:00:00,Store C,Diana Lee,San Francisco,2023-05-04,Vacuum,Home & Garden,213.37,426.74
972,T0973,C072,P045,3,2023-06-12 00:00:00,Store A,Charlie Kim,Seattle,2023-08-02,Running Shoes,Sports,400.96,1202.88
973,T0974,C018,P005,4,2023-06-12 04:00:00,Store A,Teresa Miller,San Francisco,2023-02-21,Tablet,Electronics,306.81,1227.24
974,T0975,C078,P031,1,2023-06-12 08:00:00,Store A,Diana Garcia,Seattle,2023-08-20,Fiction Novel,Books,39.63,39.63
975,T0976,C051,P041,1,2023-06-12 12:00:00,Store B,Fiona Miller,Sacramento,2023-05-31,Yoga Mat,Sports,258.24,258.24
976,T0977,C091,P006,3,2023-06-12 16:00:00,Store B,Alice Davis,Seattle,2023-09-28,Smartphone,Electronics,1413.66,4240.98
977,T0978,C055,P037,1,2023-06-12 20:00:00,Store C,Steve Patel,San Francisco,2023-06-12,Travel Guide,Books,42.4,42.4
978,T0979,C069,P010,2,2023-06-13 00:00:00,Store C,Laura Thompson,Seattle,2023-07-24,Power Bank,Electronics,72.41,144.82
979,T0980,C004,P040,2,2023-06-13 04:00:00,Store C,Eric Lee,San Francisco,2023-01-10,Reference Book,Books,30.45,60.9
980,T0981,C020,P007,2,2023-06-13 08:00:00,Store B,George Garcia,Portland,2023-02-27,Headphones,Electronics,1433.2,2866.4
981,T0982,C063,P039,4,2023-06-13 12:00:00,Store A,George Davis,San Diego,2023-07-06,Poetry,Books,46.53,186.12
982,T0983,C071,P038,5,2023-06-13 16:00:00,Store A,Ian Anderson,Los Angeles,2023-07-30,Self-Help,Books,44.68,223.4
983,T0984,C079,P021,2,2023-06-13 20:00:00,Store B,Hannah Patel,Portland,2023-08-23,Coffee Maker,Home & Garden,173.69,347.38
984,T0985,C053,P020,1,2023-06-14 00:00:00,Store C,Diana Kim,Sacramento,2023-06-06,Scarf,Clothing,42.03,42.03
985,T0986,C085,P003,3,2023-06-14 04:00:00,Store C,Ian Patel,Portland,2023-09-10,Keyboard,Electronics,85.26,255.78
986,T0987,C094,P022,1,2023-06-14 08:00:00,Store C,Fiona Garcia,San Francisco,2023-10-07,Blender,Home & Garden,281.8,281.8
987,T0988,C090,P047,1,2023-06-14 12:00:00,Store B,Charlie Chen,San Francisco,2023-09-25,Resistance Bands,Sports,178.93,178.93
988,T0989,C012,P004,3,2023-06-14 16:00:00,Store C,Fiona Davis,Sacramento,2023-02-03,Monitor,Electronics,985.93,2957.79
989,T0990,C071,P028,1,2023-06-14 20:00:00,Store C,Ian Anderson,Los Angeles,2023-07-30,Pillow,Home & Garden,54.92,54.92
990,T0991,C026,P012,1,2023-06-15 00:00:00,Store B,Oscar Brown,Los Angeles,2023-03-17,Jeans,Clothing,75.66,75.66
991,T0992,C047,P038,1,2023-06-15 04:00:00,Store A,Bob Garcia,Portland,2023-05-19,Self-Help,Books,44.68,44.68
992,T0993,C100,P036,3,2023-06-15 08:00:00,Store B,Eric Davis,Seattle,2023-10-25,Comic Book,Books,42.37,127.11
993,T0994,C033,P047,2,2023-06-15 12:00:00,Store B,Eric Chen,Seattle,2023-04-07,Resistance Bands,Sports,178.93,357.86
994,T0995,C072,P041,2,2023-06-15 16:00:00,Store B,Charlie Kim,Seattle,2023-08-02,Yoga Mat,Sports,258.24,516.48
995,T0996,C081,P005,1,2023-06-15 20:00:00,Store B,Charlie Anderson,San Diego,2023-08-29,Tablet,Electronics,306.81,306.81
996,T0997,C086,P013,3,2023-06-16 00:00:00,Store A,Alice Patel,Portland,2023-09-13,Sweater,Clothing,145.67,437.01
997,T0998,C077,P023,3,2023-06-16 04:00:00,Store C,Quinn Wilson,Los Angeles,2023-08-17,Vacuum,Home & Garden,213.37,640.11
998,T0999,C004,P050,1,2023-06-16 08:00:00,Store B,Eric Lee,San Francisco,2023-01-10,Skateboard,Sports,295.47,295.47
999,T1000,C057,P030,1,2023-06-16 12:00:00,Store A,Ian Chen,Seattle,2023-06-18,Picture Frame,Home & Garden,265.05,265.05
1000,T1001,C074,P037,1,2023-06-16 16:00:00,Store C,Teresa Wilson,San Diego,2023-08-08,Travel Guide,Books,42.4,42.4
1001,T1002,C023,P025,5,2023-06-16 20:00:00,Store C,Eric Chen,Portland,2023-03-08,Plant Pot,Home & Garden,42.7,213.5
1002,T1003,C059,P048,2,2023-06-17 00:00:00,Store C,Rachel Wilson,Seattle,2023-06-24,Jump Rope,Sports,197.16,394.32
1003,T1004,C010,P027,4,2023-06-17 04:00:00,Store B,Bob Jackson,Los Angeles,2023-01-28,Curtains,Home & Garden,297.17,1188.68
1004,T1005,C021,P014,1,2023-06-17 08:00:00,Store B,Hannah Brown,San Francisco,2023-03-02,Jacket,Clothing,145.27,145.27
1005,T1006,C064,P048,3,2023-06-17 12:00:00,Store C,Patricia Jackson,Portland,2023-07-09,Jump Rope,Sports,197.16,591.48
1006,T1007,C031,P047,3,2023-06-17 16:00:00,Store C,George Martinez,San Francisco,2023-04-01,Resistance Bands,Sports,178.93,536.79
1007,T1008,C077,P036,2,2023-06-17 20:00:00,Store C,Quinn Wilson,Los Angeles,2023-08-17,Comic Book,Books,42.37,84.74
1008,T1009,C085,P039,4,2023-06-18 00:00:00,Store C,Ian Patel,Portland,2023-09-10,Poetry,Books,46.53,186.12
1009,T1010,C091,P016,1,2023-06-18 04:00:00,Store C,Alice Davis,Seattle,2023-09-28,Hat,Clothing,58.28,58.28
1010,T1011,C042,P022,1,2023-06-18 08:00:00,Store C,Diana Lee,San Francisco,2023-05-04,Blender,Home & Garden,281.8,281.8
1011,T1012,C037,P021,2,2023-06-18 12:00:00,Store A,Eric Chen,Portland,2023-04-19,Coffee Maker,Home & Garden,173.69,347.38
1012,T1013,C026,P021,2,2023-06-18 16:00:00,Store C,Oscar Brown,Los Angeles,2023-03-17,Coffee Maker,Home & Garden,173.69,347.38
1013,T1014,C082,P008,2,2023-06-18 20:00:00,Store B,Rachel Rodriguez,San Francisco,2023-09-01,Webcam,Electronics,1376.55,2753.1
1014,T1015,C086,P049,1,2023-06-19 00:00:00,Store B,Alice Patel,Portland,2023-09-13,Bicycle,Sports,60.58,60.58
1015,T1016,C010,P016,2,2023-06-19 04:00:00,Store B,Bob Jackson,Los Angeles,2023-01-28,Hat,Clothing,58.28,116.56
1016,T1017,C098,P031,1,2023-06-19 08:00:00,Store C,Alice Davis,Portland,2023-10-19,Fiction Novel,Books,39.63,39.63
1017,T1018,C015,P042,1,2023-06-19 12:00:00,Store B,Kevin Jackson,Seattle,2023-02-12,Dumbbells,Sports,402.17,402.17
1018,T1019,C075,P010,2,2023-06-19 16:00:00,Store A,Alice Wilson,Los Angeles,2023-08-11,Power Bank,Electronics,72.41,144.82
1019,T1020,C086,P032,2,2023-06-19 20:00:00,Store C,Alice Patel,Portland,2023-09-13,Cookbook,Books,37.88,75.76
1020,T1021,C095,P034,1,2023-06-20 00:00:00,Store B,Michael Kim,Los Angeles,2023-10-10,Textbook,Books,24.38,24.38
1021,T1022,C086,P009,1,2023-06-20 04:00:00,Store A,Alice Patel,Portland,2023-09-13,USB Cable,Electronics,586.73,586.73
1022,T1023,C091,P017,1,2023-06-20 08:00:00,Store A,Alice Davis,Seattle,2023-09-28,Socks,Clothing,70.06,70.06
1023,T1024,C058,P011,1,2023-06-20 12:00:00,Store B,Hannah Lee,Seattle,2023-06-21,T-Shirt,Clothing,140.68,140.68
1024,T1025,C092,P032,3,2023-06-20 16:00:00,Store A,Steve Garcia,Los Angeles,2023-10-01,Cookbook,Books,37.88,113.64
1025,T1026,C021,P010,4,2023-06-20 20:00:00,Store B,Hannah Brown,San Francisco,2023-03-02,Power Bank,Electronics,72.41,289.64
1026,T1027,C096,P022,1,2023-06-21 00:00:00,Store A,Hannah Brown,San Francisco,2023-10-13,Blender,Home & Garden,281.8,281.8
1027,T1028,C076,P017,3,2023-06-21 04:00:00,Store C,Teresa Brown,Los Angeles,2023-08-14,Socks,Clothing,70.06,210.18
1028,T1029,C092,P004,3,2023-06-21 08:00:00,Store C,Steve Garcia,Los Angeles,2023-10-01,Monitor,Electronics,985.93,2957.79
1029,T1030,C069,P048,3,2023-06-21 12:00:00,Store C,Laura Thompson,Seattle,2023-07-24,Jump Rope,Sports,197.16,591.48
1030,T1031,C082,P047,1,2023-06-21 16:00:00,Store C,Rachel Rodriguez,San Francisco,2023-09-01,Resistance Bands,Sports,178.93,178.93
1031,T1032,C074,P025,4,2023-06-21 20:00:00,Store C,Teresa Wilson,San Diego,2023-08-08,Plant Pot,Home & Garden,42.7,170.8
1032,T1033,C087,P021,1,2023-06-22 00:00:00,Store B,Alice Rodriguez,Los Angeles,2023-09-16,Coffee Maker,Home & Garden,173.69,173.69
1033,T1034,C022,P037,1,2023-06-22 04:00:00,Store C,Ian Rodriguez,Seattle,2023-03-05,Travel Guide,Books,42.4,42.4
1034,T1035,C017,P038,1,2023-06-22 08:00:00,Store C,Alice Chen,Portland,2023-02-18,Self-Help,Books,44.68,44.68
1035,T1036,C048,P049,1,2023-06-22 12:00:00,Store C,Kevin Singh,San Francisco,2023-05-22,Bicycle,Sports,60.58,60.58
1036,T1037,C036,P001,1,2023-06-22 16:00:00,Store C,Bob Davis,San Diego,2023-04-16,Laptop,Electronics,1097.56,1097.56
1037,T1038,C095,P025,1,2023-06-22 20:00:00,Store A,Michael Kim,Los Angeles,2023-10-10,Plant Pot,Home & Garden,42.7,42.7
1038,T1039,C045,P036,1,2023-06-23 00:00:00,Store C,Fiona Wilson,Portland,2023-05-13,Comic Book,Books,42.37,42.37
1039,T1040,C099,P017,3,2023-06-23 04:00:00,Store C,Oscar Chen,Seattle,2023-10-22,Socks,Clothing,70.06,210.18
1040,T1041,C058,P041,3,2023-06-23 08:00:00,Store B,Hannah Lee,Seattle,2023-06-21,Yoga Mat,Sports,258.24,774.72
1041,T1042,C039,P024,1,2023-06-23 12:00:00,Store A,Bob Thompson,Los Angeles,2023-04-25,Lamp,Home & Garden,177.47,177.47
1042,T1043,C091,P002,3,2023-06-23 16:00:00,Store B,Alice Davis,Seattle,2023-09-28,Mouse,Electronics,457.12,1371.36
1043,T1044,C083,P040,3,2023-06-23 20:00:00,Store C,Rachel Martinez,Portland,2023-09-04,Reference Book,Books,30.45,91.35
1044,T1045,C072,P015,3,2023-06-24 00:00:00,Store B,Charlie Kim,Seattle,2023-08-02,Shoes,Clothing,130.89,392.67
1045,T1046,C076,P032,1,2023-06-24 04:00:00,Store B,Teresa Brown,Los Angeles,2023-08-14,Cookbook,Books,37.88,37.88
1046,T1047,C087,P039,2,2023-06-24 08:00:00,Store C,Alice Rodriguez,Los Angeles,2023-09-16,Poetry,Books,46.53,93.06
1047,T1048,C046,P006,4,2023-06-24 12:00:00,Store A,Eric Patel,Los Angeles,2023-05-16,Smartphone,Electronics,1413.66,5654.64
1048,T1049,C100,P001,2,2023-06-24 16:00:00,Store A,Eric Davis,Seattle,2023-10-25,Laptop,Electronics,1097.56,2195.12
1049,T1050,C099,P047,1,2023-06-24 20:00:00,Store B,Oscar Chen,Seattle,2023-10-22,Resistance Bands,Sports,178.93,178.93
1050,T1051,C083,P023,2,2023-06-25 00:00:00,Store C,Rachel Martinez,Portland,2023-09-04,Vacuum,Home & Garden,213.37,426.74
1051,T1052,C042,P039,2,2023-06-25 04:00:00,Store B,Diana Lee,San Francisco,2023-05-04,Poetry,Books,46.53,93.06
1052,T1053,C084,P017,2,2023-06-25 08:00:00,Store B,Charlie Miller,Seattle,2023-09-07,Socks,Clothing,70.06,140.12
1053,T1054,C020,P034,1,2023-06-25 12:00:00,Store B,George Garcia,Portland,2023-02-27,Textbook,Books,24.38,24.38
1054,T1055,C010,P041,1,2023-06-25 16:00:00,Store C,Bob Jackson,Los Angeles,2023-01-28,Yoga Mat,Sports,258.24,258.24
1055,T1056,C049,P029,3,2023-06-25 20:00:00,Store C,Patricia Chen,San Francisco,2023-05-25,Candle,Home & Garden,162.72,488.16
1056,T1057,C069,P009,3,2023-06-26 00:00:00,Store A,Laura Thompson,Seattle,2023-07-24,USB Cable,Electronics,586.73,1760.19
1057,T1058,C094,P013,1,2023-06-26 04:00:00,Store C,Fiona Garcia,San Francisco,2023-10-07,Sweater,Clothing,145.67,145.67
1058,T1059,C087,P006,4,2023-06-26 08:00:00,Store B,Alice Rodriguez,Los Angeles,2023-09-16,Smartphone,Electronics,1413.66,5654.64
1059,T1060,C088,P006,1,2023-06-26 12:00:00,Store B,Patricia Patel,San Francisco,2023-09-19,Smartphone,Electronics,1413.66,1413.66
1060,T1061,C066,P020,2,2023-06-26 16:00:00,Store A,Teresa Davis,San Francisco,2023-07-15,Scarf,Clothing,42.03,84.06
1061,T1062,C059,P003,3,2023-06-26 20:00:00,Store C,Rachel Wilson,Seattle,2023-06-24,Keyboard,Electronics,85.26,255.78
1062,T1063,C061,P017,3,2023-06-27 00:00:00,Store B,Rachel Lee,Portland,2023-06-30,Socks,Clothing,70.06,210.18
1063,T1064,C100,P049,4,2023-06-27 04:00:00,Store A,Eric Davis,Seattle,2023-10-25,Bicycle,Sports,60.58,242.32
1064,T1065,C012,P012,1,2023-06-27 08:00:00,Store A,Fiona Davis,Sacramento,2023-02-03,Jeans,Clothing,75.66,75.66
1065,T1066,C094,P048,3,2023-06-27 12:00:00,Store B,Fiona Garcia,San Francisco,2023-10-07,Jump Rope,Sports,197.16,591.48
1066,T1067,C078,P047,1,2023-06-27 16:00:00,Store B,Diana Garcia,Seattle,2023-08-20,Resistance Bands,Sports,178.93,178.93
1067,T1068,C067,P045,2,2023-06-27 20:00:00,Store C,Quinn Martinez,Seattle,2023-07-18,Running Shoes,Sports,400.96,801.92
1068,T1069,C087,P001,2,2023-06-28 00:00:00,Store A,Alice Rodriguez,Los Angeles,2023-09-16,Laptop,Electronics,1097.56,2195.12
1069,T1070,C071,P017,2,2023-06-28 04:00:00,Store B,Ian Anderson,Los Angeles,2023-07-30,Socks,Clothing,70.06,140.12
1070,T1071,C095,P003,1,2023-06-28 08:00:00,Store A,Michael Kim,Los Angeles,2023-10-10,Keyboard,Electronics,85.26,85.26
1071,T1072,C096,P026,3,2023-06-28 12:00:00,Store C,Hannah Brown,San Francisco,2023-10-13,Rug,Home & Garden,190.28,570.84
1072,T1073,C066,P015,1,2023-06-28 16:00:00,Store B,Teresa Davis,San Francisco,2023-07-15,Shoes,Clothing,130.89,130.89
1073,T1074,C052,P036,1,2023-06-28 20:00:00,Store C,Charlie Patel,Los Angeles,2023-06-03,Comic Book,Books,42.37,42.37
1074,T1075,C079,P032,2,2023-06-29 00:00:00,Store A,Hannah Patel,Portland,2023-08-23,Cookbook,Books,37.88,75.76
1075,T1076,C097,P032,1,2023-06-29 04:00:00,Store C,Bob Thompson,San Francisco,2023-10-16,Cookbook,Books,37.88,37.88
1076,T1077,C043,P004,3,2023-06-29 08:00:00,Store C,Kevin Wilson,Seattle,2023-05-07,Monitor,Electronics,985.93,2957.79
1077,T1078,C081,P018,1,2023-06-29 12:00:00,Store A,Charlie Anderson,San Diego,2023-08-29,Dress,Clothing,130.65,130.65
1078,T1079,C081,P049,1,2023-06-29 16:00:00,Store C,Charlie Anderson,San Diego,2023-08-29,Bicycle,Sports,60.58,60.58
1079,T1080,C087,P019,3,2023-06-29 20:00:00,Store A,Alice Rodriguez,Los Angeles,2023-09-16,Shorts,Clothing,61.2,183.6
1080,T1081,C031,P043,2,2023-06-30 00:00:00,Store B,George Martinez,San Francisco,2023-04-01,Tennis Racket,Sports,330.23,660.46
1081,T1082,C086,P035,1,2023-06-30 04:00:00,Store A,Alice Patel,Portland,2023-09-13,Magazine,Books,21.74,21.74
1082,T1083,C096,P040,2,2023-06-30 08:00:00,Store A,Hannah Brown,San Francisco,2023-10-13,Reference Book,Books,30.45,60.9
1083,T1084,C039,P014,2,2023-06-30 12:00:00,Store B,Bob Thompson,Los Angeles,2023-04-25,Jacket,Clothing,145.27,290.54
1084,T1085,C047,P033,2,2023-06-30 16:00:00,Store A,Bob Garcia,Portland,2023-05-19,Biography,Books,38.1,76.2
1085,T1086,C099,P014,1,2023-06-30 20:00:00,Store B,Oscar Chen,Seattle,2023-10-22,Jacket,Clothing,145.27,145.27
1086,T1087,C039,P034,3,2023-07-01 00:00:00,Store B,Bob Thompson,Los Angeles,2023-04-25,Textbook,Books,24.38,73.14
1087,T1088,C094,P004,3,2023-07-01 04:00:00,Store A,Fiona Garcia,San Francisco,2023-10-07,Monitor,Electronics,985.93,2957.79
1088,T1089,C072,P024,2,2023-07-01 08:00:00,Store C,Charlie Kim,Seattle,2023-08-02,Lamp,Home & Garden,177.47,354.94
1089,T1090,C048,P029,1,2023-07-01 12:00:00,Store C,Kevin Singh,San Francisco,2023-05-22,Candle,Home & Garden,162.72,162.72
1090,T1091,C095,P019,3,2023-07-01 16:00:00,Store B,Michael Kim,Los Angeles,2023-10-10,Shorts,Clothing,61.2,183.6
1091,T1092,C068,P006,2,2023-07-01 20:00:00,Store C,Alice Rodriguez,San Diego,2023-07-21,Smartphone,Electronics,1413.66,2827.32
1092,T1093,C073,P033,2,2023-07-02 00:00:00,Store C,Patricia Kim,Seattle,2023-08-05,Biography,Books,38.1,76.2
1093,T1094,C060,P049,1,2023-07-02 04:00:00,Store A,Alice Brown,Portland,2023-06-27,Bicycle,Sports,60.58,60.58
1094,T1095,C079,P040,3,2023-07-02 08:00:00,Store B,Hannah Patel,Portland,2023-08-23,Reference Book,Books,30.45,91.35
1095,T1096,C036,P019,2,2023-07-02 12:00:00,Store B,Bob Davis,San Diego,2023-04-16,Shorts,Clothing,61.2,122.4
1096,T1097,C063,P001,1,2023-07-02 16:00:00,Store A,George Davis,San Diego,2023-07-06,Laptop,Electronics,1097.56,1097.56
1097,T1098,C099,P005,1,2023-07-02 20:00:00,Store C,Oscar Chen,Seattle,2023-10-22,Tablet,Electronics,306.81,306.81
1098,T1099,C049,P027,3,2023-07-03 00:00:00,Store B,Patricia Chen,San Francisco,2023-05-25,Curtains,Home & Garden,297.17,891.51
1099,T1100,C083,P016,1,2023-07-03 04:00:00,Store C,Rachel Martinez,Portland,2023-09-04,Hat,Clothing,58.28,58.28
1100,T1101,C057,P006,4,2023-07-03 08:00:00,Store B,Ian Chen,Seattle,2023-06-18,Smartphone,Electronics,1413.66,5654.64
1101,T1102,C090,P040,2,2023-07-03 12:00:00,Store B,Charlie Chen,San Francisco,2023-09-25,Reference Book,Books,30.45,60.9
1102,T1103,C031,P013,2,2023-07-03 16:00:00,Store B,George Martinez,San Francisco,2023-04-01,Sweater,Clothing,145.67,291.34
1103,T1104,C099,P048,1,2023-07-03 20:00:00,Store B,Oscar Chen,Seattle,2023-10-22,Jump Rope,Sports,197.16,197.16
1104,T1105,C069,P035,1,2023-07-04 00:00:00,Store C,Laura Thompson,Seattle,2023-07-24,Magazine,Books,21.74,21.74
1105,T1106,C047,P019,4,2023-07-04 04:00:00,Store C,Bob Garcia,Portland,2023-05-19,Shorts,Clothing,61.2,244.8
1106,T1107,C020,P012,1,2023-07-04 08:00:00,Store C,George Garcia,Portland,2023-02-27,Jeans,Clothing,75.66,75.66
1107,T1108,C037,P016,3,2023-07-04 12:00:00,Store C,Eric Chen,Portland,2023-04-19,Hat,Clothing,58.28,174.84
1108,T1109,C074,P043,1,2023-07-04 16:00:00,Store A,Teresa Wilson,San Diego,2023-08-08,Tennis Racket,Sports,330.23,330.23
1109,T1110,C058,P010,1,2023-07-04 20:00:00,Store B,Hannah Lee,Seattle,2023-06-21,Power Bank,Electronics,72.41,72.41
1110,T1111,C093,P025,1,2023-07-05 00:00:00,Store B,Nina Rodriguez,Los Angeles,2023-10-04,Plant Pot,Home & Garden,42.7,42.7
1111,T1112,C067,P020,2,2023-07-05 04:00:00,Store B,Quinn Martinez,Seattle,2023-07-18,Scarf,Clothing,42.03,84.06
1112,T1113,C048,P031,5,2023-07-05 08:00:00,Store A,Kevin Singh,San Francisco,2023-05-22,Fiction Novel,Books,39.63,198.15
1113,T1114,C081,P004,1,2023-07-05 12:00:00,Store C,Charlie Anderson,San Diego,2023-08-29,Monitor,Electronics,985.93,985.93
1114,T1115,C086,P044,1,2023-07-05 16:00:00,Store B,Alice Patel,Portland,2023-09-13,Soccer Ball,Sports,355.45,355.45
1115,T1116,C037,P023,1,2023-07-05 20:00:00,Store C,Eric Chen,Portland,2023-04-19,Vacuum,Home & Garden,213.37,213.37
1116,T1117,C037,P002,2,2023-07-06 00:00:00,Store C,Eric Chen,Portland,2023-04-19,Mouse,Electronics,457.12,914.24
1117,T1118,C011,P022,1,2023-07-06 04:00:00,Store A,Michael Rodriguez,Seattle,2023-01-31,Blender,Home & Garden,281.8,281.8
1118,T1119,C088,P037,3,2023-07-06 08:00:00,Store A,Patricia Patel,San Francisco,2023-09-19,Travel Guide,Books,42.4,127.2
1119,T1120,C083,P008,2,2023-07-06 12:00:00,Store C,Rachel Martinez,Portland,2023-09-04,Webcam,Electronics,1376.55,2753.1
1120,T1121,C070,P007,2,2023-07-06 16:00:00,Store B,Eric Brown,Sacramento,2023-07-27,Headphones,Electronics,1433.2,2866.4
1121,T1122,C093,P014,1,2023-07-06 20:00:00,Store B,Nina Rodriguez,Los Angeles,2023-10-04,Jacket,Clothing,145.27,145.27
1122,T1123,C091,P003,5,2023-07-07 00:00:00,Store A,Alice Davis,Seattle,2023-09-28,Keyboard,Electronics,85.26,426.3
1123,T1124,C078,P050,1,2023-07-07 04:00:00,Store A,Diana Garcia,Seattle,2023-08-20,Skateboard,Sports,295.47,295.47
1124,T1125,C094,P016,1,2023-07-07 08:00:00,Store A,Fiona Garcia,San Francisco,2023-10-07,Hat,Clothing,58.28,58.28
1125,T1126,C043,P019,2,2023-07-07 12:00:00,Store A,Kevin Wilson,Seattle,2023-05-07,Shorts,Clothing,61.2,122.4
1126,T1127,C028,P018,2,2023-07-07 16:00:00,Store A,Quinn Rodriguez,San Francisco,2023-03-23,Dress,Clothing,130.65,261.3
1127,T1128,C051,P016,1,2023-07-07 20:00:00,Store A,Fiona Miller,Sacramento,2023-05-31,Hat,Clothing,58.28,58.28
1128,T1129,C016,P008,1,2023-07-08 00:00:00,Store A,George Rodriguez,Seattle,2023-02-15,Webcam,Electronics,1376.55,1376.55
